"number","date","name","form","address","types_of_service","inn","ogrn","status","date_of_changes","basis_for_entry","date_of_exclusion","basis_for_exception"
"3518","28.08.2014","Общество с ограниченной ответственностью \"ПКТИ Промстрой","Общество с ограниченной ответственностью","115088, Москва, ул. Шарикоподшипниковская, д.11, стр.7","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7723761987","1107746487089","Действующая организация","","","",""
"3553","05.09.2014","Общество с ограниченной ответственностью \"Трудовой Гарант","Общество с ограниченной ответственностью","109052, Москва, Москва,  Нижегородская, 104, 1","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7722838027","1147746292154","Действующая организация","","","",""
"3517","28.08.2014","Общество с ограниченной ответственностью \"Центр сертификации на транспорте","Общество с ограниченной ответственностью","107553, Москва, Окружной проезд, д.5, стр.1","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7718985300","1147746693962","Действующая организация","","","",""
"3505","28.07.2014","Общество с ограниченной ответственностью \"Аудит Пожарной Безопасности","Общество с ограниченной ответственностью","173021, Великий Новгород, ул. Нехинское шоссе, д.57, офис 68","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5321141860","1105321004524","Действующая организация","","","",""
"3525","28.08.2014","Автономная некоммерческая организация \"Научно-Технический Центр \"ТЕХНОПРОГРЕСС","Автономная некоммерческая организация","115114, Москва, ул. Велозаводская, д.9","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7723534776","1057746500294","Действующая организация","","","",""
"3555","05.09.2014","Общество с ограниченной ответственностью \"СОВРЕМЕННЫЙ ИНЖИНИРИНГ ПО ОХРАНЕ ТРУДА ПРОФЕССИОНАЛЬНО","Общество с ограниченной ответственностью","630082, Новосибирск, ул. Дачная, 27 а/я №128","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5406775520","1145476030864","Действующая организация","","","",""
"3527","28.08.2014","Общество с ограниченной ответственностью \"Учебно-методический центр \"Развитие","Общество с ограниченной ответственностью","196908, Воркута, Бульвар Пищевиков, д. 32, пом.Н-1","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","1103011895","1141103000059","Действующая организация","","","",""
"3541","28.08.2014","Общество с ограниченной ответственностью \"Лидер","Общество с ограниченной ответственностью","620043, Свердловская область, Екатеринбург, Репина, 95, 403","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6671430933","1136671023884","Исключена из реестра","","","31.01.2018","Заявление организации №№ В- 118069 от 26.12.17 в соответствии с абз. 3 пункта 20 Правил, утв. приказом № 205 н"
"3547","28.08.2014","Общество с ограниченной ответственностью \"ОТЭКСПЕРТ","Общество с ограниченной ответственностью","194100, Санкт-Петербург, ул. Новолитовская, д. 10, литер А","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7802854218","1147847092502","Действующая организация","","","",""
"3546","28.08.2014","Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования \"Ульяновский государственный технический университет","ВПО Государственное образовательное учреждение высшего профессионального образоваия","432027, Ульяновск, ул. Северный Венец, д. 32","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7325000052","1027301160226","Действующая организация","","","",""
"3545","28.08.2014","Общество с ограниченной ответственностью \"ОГНЕЗАЩИТА","Общество с ограниченной ответственностью","162609, Череповец, ул. Ленина, дом 80, офис 218 А","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","3528062378","1033500317047","Действующая организация","","","",""
"3543","28.08.2014","Общество с ограниченной ответственностью \"Управление Охраной Труда","Общество с ограниченной ответственностью","445032, Тольятти, ул. Революционная, д. 4 кв.96","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6321345897","1146320008680","Исключена из реестра","","","31.01.2018","Заявление организации №№ В- 118069 от 26.12.17 в соответствии с абз. 3 пункта 20 Правил, утв. приказом № 205 н"
"3544","28.08.2014","Общество с ограниченной ответственностью \"ПРОФЕССИОНАЛ","Общество с ограниченной ответственностью","188540, Сосновый Бор, ул.Красных Фортов, д. 20А","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","4726000174","1124726000167","Действующая организация","","","",""
"3550","28.08.2014","Государственное бюджетное образовательное учреждение среднего профессионального образования \"Брянский техникум питания и торговли","Государственное бюджетное учреждение","241028, Брянск, проспект Станке Димитрова, 53а","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","3234014068","1023202744047","Действующая организация","","","",""
"3560","17.09.2014","Общество с ограниченной ответственностью \"МЕДИАЛАЙН ЮГ","Общество с ограниченной ответственностью","350005, Краснодар, ул.им. Александра Покрышкина, д.4\\10, оф.245","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2311162600","1132311011007","Действующая организация","","","",""
"3556","17.09.2014","Автономная некоммерческая организация дополнительного профессионального образования Институт повышения квалификации \"ПРОФЕССИОНАЛ","Автономная некоммерческая организация","101000, Москва, ул.Покровка, д.1\\13\\6, стр.2, оф.35","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7701168981","1127799021547","Действующая организация","","","",""
"3574","17.09.2014","Общество с ограниченной ответственностью \"Проектэнергосервис","Общество с ограниченной ответственностью","610000, Киров, ул.Московская, 4","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","4345365137","1134345019467","Действующая организация","","","",""
"3575","17.09.2014","Автономная некоммерческая организация дополнительного профессионального образования \"Учебный центр по экологической и промышленной безопасности Республики Саха (Якутия)","Автономная некоммерческая организация","677007, Якутск, ул.Тимирязева, 24","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","1435188350","1071400001848","Действующая организация","","","",""
"3573","17.09.2014","Общество с ограниченной ответственностью \"СТРАТЕГИЯ ОХРАНЫ ТРУДА","Общество с ограниченной ответственностью","620131, Екатеринбург, а\\я 45","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6686041376","1146686002011","Действующая организация","","","",""
"3572","17.09.2014","Общество с ограниченной ответственностью \"Профессионал","Общество с ограниченной ответственностью","353500, Темрюк, ул.Маяковского, 21, \"Д","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2352033837","1022304741513","Действующая организация","","","",""
"3569","17.09.2014","Негосударственное образовательное частное учреждение дополнительного профессионального образования \"Центр Повышения Квалификации и Охраны Труда","ПО Негосударственное образовательное учреждение  профессионального образоваия","443016, Самара, ул.Пролетная, д.14, оф.4","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","6313540291","1146300000560","Действующая организация","","","",""
"3567","17.09.2014","Автономная некоммерческая организация дополнительного профессионального образования \"Учебно-консультационный центр \"Безопасная эксплуатация промышленных объектов","Автономная некоммерческая организация","628418, Нефтеюганск, ул.Парковая, д.7","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","8604999728","1128624001472","Действующая организация","","","",""
"3571","17.09.2014","Общество с ограниченной ответственностью \"СОТЭК","Общество с ограниченной ответственностью","142717, Развилка, а\\я 13","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5003000311","1025000660981","Действующая организация","","","",""
"3604","20.10.2014","Общество с ограниченной ответственностью научно-производственный центр \"Березниковский институт экологии и охраны труда","Общество с ограниченной ответственностью","618417, Пермский край, г.Березники, а\\я 1172, ,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5911042580","1045901359547","Действующая организация","","","",""
"3589","13.10.2014","Общество с ограниченной ответственностью \"Трудовая реабилитация инвалидов культуры и спорта","Общество с ограниченной ответственностью","624090, Свердловская область, г.Верхняя Пышма, ул.Уральских рабочих, д.29,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6606019988","1046600297600","Действующая организация","","","",""
"3642","10.11.2014","Частное образовательное учреждение дополнительного профессионального образования Межрегиональный Учебно-консультационный  центр профсоюзов","ПО Негосударственное образовательное учреждение  профессионального образоваия","630106, Новосибирская область, Новосибирск, Зорге, 14,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5403107490","1025401315554","Действующая организация","","","",""
"3601","13.10.2014","Индивидуальный предприниматель Кузнецова Елена Михайловна","Государственная корпорация","169300, Республика Коми, г.Ухта, ул.Пушкина,  д.3, кв.6","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","110208709959","314110205700017","Действующая организация","","","",""
"3586","13.10.2014","Общество с ограниченной ответственностью\"Финвал","Общество с ограниченной ответственностью","195112, Санкт-Петербург, г.Санкт-Петербург, пр.Шаумяна,  д.18, оф.208\\5","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7810532969","1089847394900","Действующая организация","","","",""
"3641","10.11.2014","Общество с ограниченной ответственностью \"АлтайПроект","Общество с ограниченной ответственностью","656056, Алтайский край, Барнаул, Пролетарская, 59,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","2225122273","1112225007620","Действующая организация","","","",""
"3587","13.10.2014","Частное учреждение дополнительного профессионального образования \"Безопасность +","ПО Негосударственное образовательное учреждение  профессионального образоваия","156005, Костромская область,  Кострома, Пастуховская, 9, 3","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","4401106763","1104400000110","Действующая организация","","","",""
"3659","24.11.2014","Общество с ограниченной ответственностью \"АБСОЛЮТ-Консалтинг","Общество с ограниченной ответственностью","445037, Самарская область, Тольятти, Новый проезд, 3, 322","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6321332344","1146320000474","Действующая организация","","","",""
"3661","24.11.2014","Федеральное государственное бюджетное учреждение \"Центр лабораторного анализа и технических измерений по Сибирскому федеральному округу","Государственное бюджетное учреждение","630099, Новосибирская область, Новосибирск, Романова, 28,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5403167763","1045404670211","Действующая организация","","","",""
"3578","13.10.2014","Общество с ограниченной ответственностью \"Учебный центр \"Кинешма","Общество с ограниченной ответственностью","155808, Ивановская область, Кинешма, Парковая, 6,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","3727000778","1023701727059","Действующая организация","","","",""
"3657","24.11.2014","Общество с ограниченной ответственностью \"Партнерские решения","Общество с ограниченной ответственностью","115280, Москва, Москва, Ленинская Слобода, 26, 310","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7725775079","1127747156811","Действующая организация","","","",""
"3652","24.11.2014","Негосударственное (частное) Учреждение дополнительного образования \"Учебный центр \"Регион - образованиеЕ","ПО Негосударственное образовательное учреждение  профессионального образоваия","652600, Кемеровская область, Белово, Морозова, 16Б, 2","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","4202999135","1124200001210","Действующая организация","","","",""
"3653","24.11.2014","Общество с ограниченной ответственностью \"Элькамино","Общество с ограниченной ответственностью","355029, Ставропольский край, , пр.Кулакова, 12Б, 70","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2635831570","1142651017740","Действующая организация","","","",""
"3649","24.11.2014","Общество с ограниченной ответственностью \"Межотраслевой центр охраны труда","Общество с ограниченной ответственностью","125363, Москва, Москва, Сходненская, 33,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7733900950","5147746302028","Действующая организация","","","",""
"3591","13.10.2014","Общество с ограниченной ответственностью \"Бюро Технической Экспертизы","Общество с ограниченной ответственностью","424000, Республика Марий Эл, г.Йошкар-Ола, ул.Первомайская,, д.140,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","1215161994","1121215000433","Действующая организация","","","",""
"3585","13.10.2014","Общество с ограниченной ответственностью Учебный центр \"ПрофБезопасность","Общество с ограниченной ответственностью","353907, Краснодарский край, г.Новороссийск, ул.Анапское шоссе,  д.41 \"Л\",","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2315187003","1142315001861","Действующая организация","","","",""
"3588","13.10.2014","Общество с ограниченной ответственностью \"Учебно-экспертный центр охраны труда \"СТРОИТЕЛЬ","Общество с ограниченной ответственностью","620026, Свердловская область,  г.Екатеринбург,, ул.Бажова, д.193, оф.172","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6685037345","1136685014355","Действующая организация","","","",""
"3669","08.12.2014","Общество с ограниченной ответственностью \"Безопасность и труд","Общество с ограниченной ответственностью","630132, Новосибирская область, Новосибирск, 1905 года, 85, 32","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","5407495589","1145476046957","Действующая организация","","","",""
"3599","13.10.2014","Общество с ограниченной ответственностью \"Охрана труда","Общество с ограниченной ответственностью","660093 , Красноярский край, г.Красноярск, ул.Вавилова, д.7, пом.5, комн.3","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","2465280450","1122468057667","Действующая организация","","","",""
"3662","08.12.2014","Общество с ограниченной ответственностью \"Региональный центр охраны труда \"АКТИВ-групп","Общество с ограниченной ответственностью","426008, Удмуртская Республика, Ижевск, Коммунаров, 319, 11","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","1831153400","1121831002590","Действующая организация","","","",""
"3592","13.10.2014","Общество с ограниченной ответственностью \"Би Си Ай","Общество с ограниченной ответственностью","680014, Хабаровский край, г.Хабаровск, пр-кт 60-лет Октября, д.152,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2724122102","1082724005968","Действующая организация","","","",""
"3606","20.10.2014","Частное образовательное учреждение дополнительного профессионального образования \"Энергобезопасность","ПО Негосударственное образовательное учреждение  профессионального образоваия","153000, Ивановская область, г.Иваново, ул.9 Января, д.7А,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","3702951404","1133700000532","Действующая организация","","","",""
"3576","17.09.2014","Индивидуальный предприниматель Зайцева Светлана Николаевна (ИП Зайцева С.Н.)","Государственная корпорация","295034 , Республика Крым, г.Симферополь,  ул.Киевская, д.83, кв.39","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","10200062710","314910220600552","Действующая организация","","","",""
"3509","28.07.2014","Общество с ограниченной ответственностью \"Крымский Центр Охраны Труда и Окружающей среды","Общество с ограниченной ответственностью","298609, Республика Крым,  г.Ялта, ул.Халтурина, д.49 Б, оф.210","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","9103000351","1149102004534","Действующая организация","","","",""
"3524","08.08.2014","Общество с ограниченной ответственностью \"Темис","Общество с ограниченной ответственностью","666673, Иркутская область, Усть-Илимск, Героев Труда, 7, 212","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","3817043913","1143817000183","Действующая организация","","","",""
"3479","27.06.2014","Общество с ограниченной ответственностью \"Учебный комбинат \"Крымюжмаш","Общество с ограниченной ответственностью","295048, Республика Крым, г.Симферополь, ул.Балаклавская, 68, 310","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","9102023099","1149102036236","Действующая организация","","","",""
"3670","08.12.2014","Общество с ограниченной ответственностью \"УралТехносфера","Общество с ограниченной ответственностью","620034, Свердловская область, Екатеринбург, Труда, 10, 314","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6658458513","1146658012214","Действующая организация","","","",""
"3671","08.12.2014","Общество с ограниченной ответственностью \"ПРОФ-НК","Общество с ограниченной ответственностью","654067, Кемеровская область, Новокузнецк, Звездова, 24-27,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","4252006061","1144252000133","Действующая организация","","","",""
"3672","08.12.2014","Общество с ограниченной ответственностью \"ДМА","Общество с ограниченной ответственностью","197350, Санкт-Петербург, Санкт-Петербург, Парашютная, 54, 57","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7807394606","1147847330432","Действующая организация","","","",""
"3713","26.12.2014","Автономная некоммерческая организация дополнительного профессионального образования \"Учебно-экспертный Центр охраны труда и промышленной безопасности","Автономная некоммерческая организация","620017, Свердловская область, Екатеринбург, Бабушкина, 5, 4","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6686996841","1146600003439","Действующая организация","","","",""
"3709","26.12.2014","Общество с ограниченной ответственностью \"Компания ПолиМ","Общество с ограниченной ответственностью","350004, Краснодарский край, Краснодар, Ковенная, 18,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","2308179650","1112308005260","Действующая организация","","","",""
"3478","27.06.2014","Общество с органиченной ответственностью \"Учебно-информационный центр \"Крымресурс","Общество с ограниченной ответственностью","295048, Республика Крым, Симферополь, Балаклавская, 68, 300","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","9102030057","1149102051284","Действующая организация","","","",""
"3695","22.12.2014","Общество с ограниченной ответственностью \"Лаборатория 100","Общество с ограниченной ответственностью","610017, Кировская область, Киров, Молодой Гвардии, 46а,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","4345095466","1054316510522","Действующая организация","","","",""
"3691","22.12.2014","Общество с ограниченной ответственностью \"Экологическая безопасность","Общество с ограниченной ответственностью","620102, Свердловская область, Екатеринбург, Ясная, 34а,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","6670416968","1146670001114","Действующая организация","","","",""
"3534","28.08.2014","Автономная некоммерческая организация дополнительного профессионального образования \"Учебно-курсовой комбинат","Автономная некоммерческая организация","299011 , Севастополь, Севастополь, Воронина, 10, 102","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","9204008780","1149204017313","Действующая организация","","","",""
"3628","27.06.2014","Автономная некоммерческая образовательная организация \"Труд и безопасность","Автономная некоммерческая организация","454016, Челябинская область, г.Челябинск, ул.Братьев Кашириных, д.91-а,","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7447990103","1117400001773","Действующая организация","","","",""
"3612","28.10.2014","Общество с ограниченной ответственностью \"СтройКонтроль\"Эфекс","Общество с ограниченной ответственностью","454084, Челябинская область, Челябинск, Каслинская, 5, 7","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7447234925","1137447017157","Действующая организация","","","",""
"3613","28.10.2014","Общество с ограниченной ответственностью \"СтройСертификация","Общество с ограниченной ответственностью","109012 , Москва, Москва, Варварка, 14, оф.103","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7709855707","1107746493810","Действующая организация","","","",""
"3609","28.10.2014","Общество с ограниченной ответственностью \"ОТ-Альянс","Общество с ограниченной ответственностью","117105, Москва, Москва, Нагорный проезд, 10, 2","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек","7726726074","1137746612277","Действующая организация","","","",""
