"number","date","name","form","address","types_of_service","inn","ogrn","status","date_of_changes","basis_for_entry","date_of_exclusion","basis_for_exception"
"2216","01.12.2011","Федеральное государственное бюджетное образовательное учреждение дополнительного профессионального образования \"Государственная академия промышленного менеджмента имени Н.П.Пастухова","Государственное бюджетное учреждение","150040, Ярославль, ул.Республиканская,д.42\\24","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7604013132","1027600697871","Действующая организация","","","",""
"2218","01.12.2011","Федеральное государственное образовательное бюджетное учреждение высшего профессионального образования \"Сибирский государственный университет телекоммуникаций и информатики","Государственное бюджетное учреждение","630102, Новосибирск, ул.Кирова,д.86","Обучение работодателей и работников вопросам охраны труда","5405101327","1025401908311","Действующая организация","","","",""
"2190","01.12.2011","Общество с ограниченной ответственностью Учебный центр дополнительного профессионального образования специалистов (повышения квалификации) \"Профессия","Общество с ограниченной ответственностью","400105, Волгоград, ул.Богунская,8, оф.521","Обучение работодателей и работников вопросам охраны труда","3442117201","1113459004361","Действующая организация","","","",""
"2225","01.12.2011","Федеральное государственное бюджетное образовательное учреждение дополнительного профессионального образования специалистов \"Томский институт переподготовки кадров и агробизнеса","Государственное бюджетное учреждение","634009, Томск, проспект Ленина, д.102","Обучение работодателей и работников вопросам охраны труда","7019015677","1027000867585","Действующая организация","","","",""
"2222","02.12.2011","Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования \"Пензенская государственная сельскохозяйственная академия","Государственное бюджетное учреждение","440014, Пенза, ул.Ботаническая,30","Обучение работодателей и работников вопросам охраны труда","5834001770","1025801107078","Действующая организация","","","",""
"2212","02.12.2011","Автономная некоммерческая организация \"Академия безопасности","Автономная некоммерческая организация","630091, Новосибирск, Красный проспект, 72б","Обучение работодателей и работников вопросам охраны труда","5405950377","1115400000968","Исключена из реестра","","","21.07.2016","Заявление организации № в-62750 от 11.07.2016"
"2235","02.12.2011","Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования \"Санкт-Петербургский государственный политехнический университет","Государственное бюджетное учреждение","195251, Санкт-Петербург, ул.Политехническая,29","Обучение работодателей и работников вопросам охраны труда","7804040077","1027802505279","Действующая организация","","","",""
"2227","02.12.2011","Федеральное государственное бюджетное образовательное учреждение дополнительного профессионального образования специалистов \"Тверской институт переподготовки и повышения квалификации кадров агропромышленного комплекса","Государственное бюджетное учреждение","170904, Тверь, ул.Маршала Василевского (Сахарово),д.10.","Обучение работодателей и работников вопросам охраны труда","6924005202","1026900530667","Действующая организация","","","",""
"2158","05.12.2011","Федеральное государственное бюджетное образовательное учреждение среднего профессионального образования \"Алтайский строительный техникум","Государственное бюджетное учреждение","658655, Степное Озеро, ул.Микитона,11","Обучение работодателей и работников вопросам охраны труда","2235003780","1022201982571","Действующая организация","","","",""
"2236","05.12.2011","Негосударственное образовательное учреждение Учебный Центр \"Региональная организация системы транспортного образования - Тольятти","ПО Негосударственное образовательное учреждение  профессионального образоваия","445024, Тольятти, ул.Дзержинского,90","Обучение работодателей и работников вопросам охраны труда","6321217729","1086300003074","Действующая организация","","","",""
"2206","05.12.2011","Негосударственное частное образовательное учреждение дополнительного профессионального образования \"Региональное агентство по охране труда","ПО Негосударственное образовательное учреждение  профессионального образоваия","404120, Волжский, ул.Карбышева,76, оф.402","Обучение работодателей и работников вопросам охраны труда","3435982100","1113400001813","Действующая организация","","","",""
"2214","05.12.2011","Автономная некоммерческая организация дополнительного профессионального образования \"Центр Охраны Труда","Автономная некоммерческая организация","629300, Новый Уренгой, мкр.Юбилейный, д.4\\2 А","Обучение работодателей и работников вопросам охраны труда","8904062608","1098900000770","Действующая организация","","","",""
"2039","12.12.2011","Автономная некоммерческая организация Дополнительного профессионального образования \"Центр промышленной и экологической подготовки ","Автономная некоммерческая организация","454047, Челябинск, ул.2-я Павелецкая,18,оф.412, 412а, 411, 418, 419","Обучение работодателей и работников вопросам охраны труда","7453990038","1117400000959","Действующая организация","","","",""
"2239","12.12.2011","Государственное автономное образовательное учреждение дополнительного профессионального образования Институт развития образования Республики Башкортостан","ВПО Государственное образовательное учреждение высшего профессионального образоваия","450005, Уфа, ул.Мингажева, 120","Обучение работодателей и работников вопросам охраны труда","274057665","1030203895490","Действующая организация","","","",""
"2211","12.12.2011","Негосударственное образовательное учреждение \"Центр специальной подготовки кадров","ПО Негосударственное образовательное учреждение  профессионального образоваия","143900, Балашиха, ул.Парковая,д.7","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","5001036312","1035000708126","Исключена из реестра","","","31.01.2018","Заявление организации № № В- 118069 от 26.12.17 в соответствии с абз. 3 пункта 20 Правил, утв. приказом № 205 н"
"2169","12.12.2011","Автономное образовательное учреждение среднего профессионального образования Удмуртской Республики \"Ижевский политехнический колледж","Государственное бюджетное учреждение","426053, Ижевск, ул.Салютовская, д.33","Обучение работодателей и работников вопросам охраны труда","1834300081","1021801590986","Действующая организация","","","",""
"2242","12.12.2011","Автономная некоммерческая организация высшего профессионального образования \"Межотраслевой институт подготовки кадров и информации","Автономная некоммерческая организация","196066, Санкт-Петербург, ул.Авиационная, д.13","Обучение работодателей и работников вопросам охраны труда","4719017515","1024702089642","Действующая организация","","","",""
"2229","12.11.2011","Частное образовательное учреждение дополнительного профессионального образования \"Отраслевой учебный центр \"ПромБезопасность","ПО Негосударственное образовательное учреждение  профессионального образоваия","445032, Тольятти, а\\я 1427","Обучение работодателей и работников вопросам охраны труда","6321262739","1116300000772","Действующая организация","","","",""
"2240","12.12.2011","Автономная некоммерческая организация \"Владимирский региональный Учебный центр безопасности труда","Автономная некоммерческая организация","600032, Владимир, ул.Добросельская, 217, оф.219","Обучение работодателей и работников вопросам охраны труда","3328999043","1113300000463","Действующая организация","","","",""
"2198","12.12.2011","Учебно-курсовой комбинат - филиал государственного унитарного предприятия города Москвы \"Мосгортранс","ПО Негосударственное образовательное учреждение  профессионального образоваия","117638, Москва, ул.Криворожская,д.6","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7705002602","1037739376223","Действующая организация","","","",""
"2176","18.11.2011","Публичное акционерное общество \"Угольная компания \"Южный Кузбасс","Открытое акционерное общество","652877, Кемеровская область, Междуреченск, Юности, 6,","Обучение работодателей и работников вопросам охраны труда","4214000608","1024201388661","Действующая организация","","","",""
"2231","12.12.2011","Областное государственное бюджетное образовательное учреждение среднего профессионального образования \"Костромской машиностроительный техникум","Государственное бюджетное учреждение","156019, Кострома, ул.Фестивальная,31","Обучение работодателей и работников вопросам охраны труда","4401011818","1024400524455","Действующая организация","","","",""
"2238","12.12.2011","Частное образовательное учреждение дополнительного профессионального образования \"Единый центр обучения","ПО Негосударственное образовательное учреждение  профессионального образоваия","191124, Санкт-Петербург, ул.Красного Текстильщика,д.10-12, литер О","Обучение работодателей и работников вопросам охраны труда","7842014374","1097800006391","Действующая организация","","","",""
"2140","12.12.2011","Негосударственное образовательное учреждение дополнительного профессионального образования \" ПЕРСПЕКТИВА","ПО Негосударственное образовательное учреждение  профессионального образоваия","446552, Суходол, ул.Школьная,68","Обучение работодателей и работников вопросам охраны труда","6381013720","1116300000585","Действующая организация","","","",""
"2143","12.12.2011","Общество с ограниченной ответственностью Ингушский Центр Охраны Труда \"Труд -Эксперт","Общество с ограниченной ответственностью","386122, Долаково, ул.Сурхоева, 7 а","Обучение работодателей и работников вопросам охраны труда","608008130","1070608002850","Действующая организация","","","",""
"2257","05.01.2012","Общество с ограниченной ответственностью \"Эйч-Эс-Эй Обучение","Общество с ограниченной ответственностью","105043, Москва, ул.4-я Парковая, д.29, оф.404","Осуществление функций службы охраны труда или специалиста по охране труда работодателя, численность работников которого не превышает 50 человек; Обучение работодателей и работников вопросам охраны труда","7719789852","1117746757435","Действующая организация","","","",""
"2266","12.12.2011","Частное образовательное учреждение дополнительного профессионального образования \"Тульский региональный центр охраны труда и пожарной безопасности","ПО Негосударственное образовательное учреждение  профессионального образоваия","300012, Тульская область, Тула, Агеева, 6\\1,","Обучение работодателей и работников вопросам охраны труда","7107497170","1117100000599","Действующая организация","","","",""
"2221","05.01.2012","Общество с ограниченной ответственностью Учебный центр \"Просвещение","Общество с ограниченной ответственностью","385020, Майкоп, ул.Пролетарская, 302","Обучение работодателей и работников вопросам охраны труда","105063135","1110105000741","Действующая организация","","","",""
"2233","05.01.2012","Частное образовательное учреждение \"Владимирский учебный центр \"Энергетик","ПО Негосударственное образовательное учреждение  профессионального образоваия","600016, Владимир, ул.Большая Нижегородская, 91","Обучение работодателей и работников вопросам охраны труда","3329058433","1093300001508","Действующая организация","","","",""
"2250","25.11.2011","Краевое государственное бюджетное профессиональное образовательное учреждение \"Волчихинский политехнический колледж","Государственное бюджетное учреждение","658930, Волчиха, ул.Кирова, 87а","Обучение работодателей и работников вопросам охраны труда","2238001075","1022202575537","Действующая организация","","","",""
"2267","08.12.2011","Автономная некоммерческая организация дополнительного профессионального образования \"Центр обучения \"ПрофСтандарт","Автономная некоммерческая организация","236006, Калининградская область, Калининград, Геологическая, 1,","Обучение работодателей и работников вопросам охраны труда","3906189174","1113900000312","Действующая организация","","","",""
"2232","09.12.2011","Негосударственное образовательное учреждение дополнительного образования \"Центр профессионального образования","ПО Негосударственное образовательное учреждение  профессионального образоваия","426076, Удмуртская Республика, Ижевск, Ленина, 44 а,","Обучение работодателей и работников вопросам охраны труда","1841014660","1101800001346","Действующая организация","","","",""
"2157","05.01.2012","Автономная некоммерческая организация дополнительного профессионального образования Учебный центр \"Охрана и безопасность труда","Автономная некоммерческая организация","440600, Пенза, ул.Каляева, 7","Обучение работодателей и работников вопросам охраны труда","5834900054","1115800001338","Исключена из реестра","","","31.01.2018","Заявление организации № № В- 118069 от 26.12.17 в соответствии с абз. 3 пункта 20 Правил, утв. приказом № 205 н"
"2213","05.01.2012","Государственное автономное образовательное учреждение дополнительного профессионального образования \"Региональный учебный центр","Автономная некоммерческая организация","241520, Супонево, ул.Фрунзе, 55 а","Обучение работодателей и работников вопросам охраны труда","3207007181","1023202138354","Действующая организация","","","",""
"2264","07.12.2011","Общество с ограниченной ответственностью \"ГАЗПРОМ ТРАНСГАЗ КРАСНОДАР","Общество с ограниченной ответственностью","350051, Краснодар, ул.Ленина,47","Обучение работодателей и работников вопросам охраны труда","2308128945","1072308003063","Действующая организация","","","",""
"2209","05.01.2012","Негосударственное образовательное учреждение дополнительного профессионального образования \"Учебно-методический центр охраны труда","ПО Негосударственное образовательное учреждение  профессионального образоваия","428000, Чебоксары, пр-кт Ленина, д. 33, корпус 1, помещение 1","Обучение работодателей и работников вопросам охраны труда","2130071126","1102100000276","Действующая организация","","","",""
"2199","05.01.2012","Юргинский технологический институт (филиал) Федерального государственного бюджетного образовательного учреждения высшего профессионального образования \"Национальный исследовательский Томский политехнический университет","Государственное бюджетное учреждение","652055, Юрга, ул.Ленинградская, д.26","Обучение работодателей и работников вопросам охраны труда","7018007264","1027000890168","Действующая организация","","","",""
"2219","02.12.2011","Институт повышения кадров агропромышленного комплекса федерального государственного бюджетного образовательного учреждения высшего образования \"Донской государственный аграрный университет\" в г.Зернограде","ВПО Государственное образовательное учреждение высшего профессионального образоваия","347740, Ростовская область, Зерноград, Социалистическая, 35, 42","Обучение работодателей и работников вопросам охраны труда","6125012570","1026101409630","Действующая организация","","","",""
"2182","13.10.2011","Акционерное общество \"Объединенная Угольная компания \"Южкузбассуголь","Акционерное общество","654006, Кемеровская область, Новокузнецк, пр-кт Курако, 33,","Обучение работодателей и работников вопросам охраны труда","4216008176","1024201758030","Действующая организация","","","",""
"2228","05.01.2012","Открытое акционерное общество \"Тулстройконструкция","Открытое акционерное общество","300036, Тула, проезд Ханинский, д.10","Обучение работодателей и работников вопросам охраны труда","7106003371","1027100741689","Действующая организация","","","",""
"2252","05.01.2012","Образовательная автономная некоммерческая организация высшего профессионального образования Институт \"Магнитогорская высшая школа бизнеса","Автономная некоммерческая организация","455021, Магнитогорск, пр.Сиреневый,д.28, корп.1","Обучение работодателей и работников вопросам охраны труда","7444028730","1027402058749","Действующая организация","","","",""
"2246","05.01.2012","Автономная некоммерческая организация \"Центр дополнительной профессиональной подготовки \"Альтаир","Автономная некоммерческая организация","450022, Уфа, ул.Бехтерева, 12,оф.4","Обучение работодателей и работников вопросам охраны труда","276083406","1040204210474","Действующая организация","","","",""
"2237","05.01.2012","Обособленное структурное подразделение дополнительного профессионального образования специалистов \"Академия менеджмента и агробизнеса\" Федерального государственного бюджетного образовательного учреждения высшего профессионального образования \"Санкт-Петербургский государственный аграрный университет","Государственное бюджетное учреждение","196626, Шушары, ул. Пушкинская, д.12","Обучение работодателей и работников вопросам охраны труда","7820006490","1027808999239","Действующая организация","","","",""
"2259","28.11.2011","Федеральное государственное бюджетное образовательное учреждение высшего образования \"Волжский государственный университет водного транспорта","Государственное бюджетное учреждение","603005, Нижегородская область, Нижний Новгород, Нестерова,  5а,","Обучение работодателей и работников вопросам охраны труда","5260001076","1025203032645","Действующая организация","","","",""
"2251","05.01.2012","Автономная некоммерческая организация \"Учебный центр \"ТрансКапСтрой","Автономная некоммерческая организация","123458, Москва, проезд № 607, д.10, корп.1","Обучение работодателей и работников вопросам охраны труда","7734268269","1097799003576","Действующая организация","","","",""
"1983","05.01.2012","Частное образовательное учреждение дополнительного профессионального образования (повышения квалификации) специалистов \"Региональный центр профессионального образования","ПО Негосударственное образовательное учреждение  профессионального образоваия","413853, Балаково, ул.Ленина,д.100, оф.20","Обучение работодателей и работников вопросам охраны труда","6439049349","1026401401883","Действующая организация","","","",""
"2258","28.11.2011","Ноябрьский институт нефти и газа ( филиал) федерального государственного бюджетного образовательного учреждения высшего образования \"Тюменский индустриальный университет","Государственное бюджетное учреждение","629810, Ямало-Ненецкий автономный округ, Ноябрьск, Северная, 46,","Обучение работодателей и работников вопросам охраны труда","7202028202","1027200811483","Действующая организация","","","",""
"2262","05.01.2012","Азово-Черноморский инженерный институт Федерального государственного бюджетного образовательного учреждения высшего профессионального образования \"Донской государственный аграрный университет\" в г. Зернограде","ВПО Государственное образовательное учреждение высшего профессионального образоваия","347740, Зерноград, ул. им.Ленина, 21","Обучение работодателей и работников вопросам охраны труда","6111007651","1026100959719","Действующая организация","","","",""
"2215","20.12.2011","Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования \"Ухтинский государственный технический университет","Государственное бюджетное учреждение","169300, Республика Коми, Ухта,  Первомайская, 13,","Обучение работодателей и работников вопросам охраны труда","1102011331","1021100736326","Действующая организация","","","",""
"2153","24.01.2012","Автономная некоммерческая организация дополнительного профессионального образования \"Энергетик","Автономная некоммерческая организация","634015, Томск, ул.Энергетическая, 2","Обучение работодателей и работников вопросам охраны труда","7017999506","1117000001425","Действующая организация","","","",""
"2181","24.01.2012","Федеральное государственное бюджетное образовательное учреждение дополнительного профессионального образования специалистов \"Алтайский институт повышения квалификации руководителей и специалистов агропромышленного комплекса","ВПО Государственное образовательное учреждение высшего профессионального образоваия","656019, Барнаул, ул.Островского, 14","Обучение работодателей и работников вопросам охраны труда","2223010535","1022201390485","Действующая организация","","","",""
"2196","24.01.2012","Государственное бюджетное образовательное учреждение \"Учебно-методический центр по гражданской обороне и чрезвычайным ситуациям Республики Башкортостан","Государственное бюджетное учреждение","450064, Уфа, ул.Максима Горького, 35 А","Обучение работодателей и работников вопросам охраны труда","277032852","1030204435986","Действующая организация","","","",""
"2253","24.01.2012","Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования \"Нижегородский государственный архитектурно-строительный университет","ВПО Государственное образовательное учреждение высшего профессионального образоваия","603950, Нижний Новгород, ул.Ильинская, 65","Обучение работодателей и работников вопросам охраны труда","5260002707","1025203021007","Действующая организация","","","",""
"2247","29.12.2011","Негосударственное образовательное учреждение дополнительного профессионального образования \"Центр профессионального обазования","ПО Негосударственное образовательное учреждение  профессионального образоваия","426076, Удмуртская Республика, Ижевск, Ленина,  44а,","Обучение работодателей и работников вопросам охраны труда","1841014660","1101800001346","Действующая организация","","","",""
"2220","24.01.2012","Негосударственное образовательное учреждение дополнительного образования \"Учебный комбинат \"СПЕКТР","ПО Негосударственное образовательное учреждение  профессионального образоваия","214018, Смоленск, ул.Памфилова,5, оф.203","Обучение работодателей и работников вопросам охраны труда","6732013168","1116700000515","Исключена из реестра","","","31.01.2018","Заявление организации № № В- 118069 от 26.12.17 в соответствии с абз. 3 пункта 20 Правил, утв. приказом № 205 н"
"2226","24.01.2012","Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования \"Нижегородский государственный педагогический университет","ВПО Государственное образовательное учреждение высшего профессионального образоваия","603950, Нижний Новгород, ГСП-37, ул. Ульянова, д.1","Обучение работодателей и работников вопросам охраны труда","5260001277","1025203037420","Действующая организация","","","",""
"2241","24.01.2012","Государственное профессиональное образовательное учреждение  Ярославской области Переславский колледж им. А.Невского","Государственное бюджетное учреждение","152025, Ярославская область, Переславль-Залесский, п.Красный химик, , 1,","Обучение работодателей и работников вопросам охраны труда","7608000053","1027601054909","Действующая организация","","","",""
"2161","19.06.2013","Государственное автономное профессиональное образовательное учреждение Свердловской области \"Каменск-Уральский техникум торговли и сервиса","Государственное бюджетное учреждение","623401, Каменск-Уральский, ул. О.Кошевого, 21","Обучение работодателей и работников вопросам охраны труда","6665005602","1026600936262","Действующая организация","","","",""
"2200","26.01.2012","Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования \"Ивановский государственный энергетический университет имени В.И.Ленина","ВПО Государственное образовательное учреждение высшего профессионального образоваия","153003, Иваново, ул.Рабфаковская, 34","Обучение работодателей и работников вопросам охраны труда","3731000308","1033700074430","Действующая организация","","","",""
"2268","24.02.2012","Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования \"Вяская государственная сельскохозяйственная академия","Государственное бюджетное учреждение","610017, Киров, Октябрьский проспект, 133","Обучение работодателей и работников вопросам охраны труда","4346012790","1024301307690","Действующая организация","","","",""
"2134","29.12.2011","Негосударственное некоммерческое образовательное учреждение дополнительного профессионального образования взрослых \"Амурский строительный учебный центр","ПО Негосударственное образовательное учреждение  профессионального образоваия","675003, Амурская область, Благовещенск, Ленина, 27,","Обучение работодателей и работников вопросам охраны труда","2801160105","1112800000587","Действующая организация","","","",""
"2243","12.01.2012","Автономная некоммерческая организация дополнительного профессионального образования \"Международный центр подготовки кадров","Автономная некоммерческая организация","400074, Волгоградская область, Волгоград, Рабоче-Крестьянское, 22,","Обучение работодателей и работников вопросам охраны труда","3444178680","1103400002177","Действующая организация","","","",""
"2248","23.12.2011","Государственное бюджетное профессиональное образовательное учреждение Московской области \"Жуковский техникум","Государственное бюджетное учреждение","140180, Московская область, Жуковский, Жуковского, 7,","Обучение работодателей и работников вопросам охраны труда","5013011425","1035002603668","Действующая организация","","","",""
"2194","16.01.2012","Курский железнодорожный техникум - филиал федерального государственногог бюджетного образовательного учреждения высшего образования Московский государственный университет путей сообщения Императора Николая II","Государственное бюджетное учреждение","305009, Курская область, Курск, .Профсоюзная, 11,","Обучение работодателей и работников вопросам охраны труда","7715027733","1027739733922","Действующая организация","","","",""
"2265","27.02.2012","Частное учреждение дополнительного профессионального образования \"Центр охраны труда","ПО Негосударственное образовательное учреждение  профессионального образоваия","185031, Петрозаводск, ул. Заводская,18, офис 1,49","Обучение работодателей и работников вопросам охраны труда","1001231570","1101000000188","Действующая организация","","","",""
"2272","27.02.2012","Негосударственное образовательное учреждение \"Планета","ПО Негосударственное образовательное учреждение  профессионального образоваия","360030, Нальчик, ул.Кулиева, 19а, кв.11","Обучение работодателей и работников вопросам охраны труда","71304194379","1110700000234","Действующая организация","","","",""
"2249","25.01.2012","Частное образовательное учреждение дополнительного профессионального образования \"Центр корпоративного обучения","ПО Негосударственное образовательное учреждение  профессионального образоваия","618740, Добрянка, ул.Трудовые резервы, 11","Обучение работодателей и работников вопросам охраны труда","5914017782","1035901474399","Действующая организация","","","",""
